country,year,value,indicator code,indicator description
Cook Islands,2018,23.18840579710145,On CIT register,On CIT register
Costa Rica,2018,0,On CIT register,On CIT register
Croatia,2018,0,On CIT register,On CIT register
Cyprus,2018,32.56745270682591,On CIT register,On CIT register
Czech Republic,2018,1.271770047633344,On CIT register,On CIT register
Denmark,2018,4.857142857142857,On CIT register,On CIT register
Dominica,2018,15.92356687898089,On CIT register,On CIT register
Dominican Republic,2018,5.76673114828127,On CIT register,On CIT register
Ecuador,2018,15.160822185281933,On CIT register,On CIT register
El Salvador,2018,0.6103002562109566,On CIT register,On CIT register
Estonia,2018,0,On CIT register,On CIT register
Eswatini,2018,50.59802812348473,On CIT register,On CIT register
Ethiopia,2018,D,On CIT register,On CIT register
Fiji,2018,9.28823439177788,On CIT register,On CIT register
Finland,2018,0,On CIT register,On CIT register
France,2018,2.510460251046025,On CIT register,On CIT register
Gabon,2018,D,On CIT register,On CIT register
"Gambia, The",2018,43.984600577478346,On CIT register,On CIT register
Georgia,2018,60.31094569319975,On CIT register,On CIT register
Germany,2018,0,On CIT register,On CIT register
Ghana,2018,39.550000000000004,On CIT register,On CIT register
Greece,2018,41.197669190430034,On CIT register,On CIT register
Grenada,2018,14.413466596528144,On CIT register,On CIT register
Guatemala,2018,1.1886691492033676,On CIT register,On CIT register
Guinea,2018,29.96845425867508,On CIT register,On CIT register
Guinea Bissau,2018,0,On CIT register,On CIT register
Guyana,2018,20.00695894224078,On CIT register,On CIT register
Honduras,2018,1.1046400349984962,On CIT register,On CIT register
Hungary,2018,4.581807201755456,On CIT register,On CIT register
Iceland,2018,27.36736225312535,On CIT register,On CIT register
India,2018,,On CIT register,On CIT register
Indonesia,2018,D,On CIT register,On CIT register
Ireland,2018,3.1053944838575784,On CIT register,On CIT register
Israel,2018,D,On CIT register,On CIT register
Italy,2018,33.01987224982257,On CIT register,On CIT register
Jamaica,2018,27.00614931137877,On CIT register,On CIT register
Japan,2018,D,On CIT register,On CIT register
Kazakhstan,2018,D,On CIT register,On CIT register
Kenya,2018,41.4632717528288,On CIT register,On CIT register
Kiribati,2018,0,On CIT register,On CIT register
"Korea, Republic of",2018,9.328490757867144,On CIT register,On CIT register
"Kosovo, Republic of",2018,15.292280102970526,On CIT register,On CIT register
Kyrgyz Republic,2018,52.503945428046606,On CIT register,On CIT register
Lao People's Democratic Republic,2018,D,On CIT register,On CIT register
Latvia,2018,0,On CIT register,On CIT register
Lebanon,2018,,On CIT register,On CIT register
Lesotho,2018,0,On CIT register,On CIT register
Liberia,2018,8.727655099894847,On CIT register,On CIT register
Lithuania,2018,21.845195747883736,On CIT register,On CIT register
Luxembourg,2018,D,On CIT register,On CIT register
Madagascar,2018,2.2056910992040786,On CIT register,On CIT register
Malawi,2018,93.82936255149275,On CIT register,On CIT register
Malaysia,2018,32.91295235107416,On CIT register,On CIT register
Maldives,2018,13.463501452613396,On CIT register,On CIT register
Malta,2018,43.32056540456256,On CIT register,On CIT register
"Marshall Islands, Republic of",2018,,On CIT register,On CIT register
Mauritius,2018,10.371371813265643,On CIT register,On CIT register
Mexico,2018,22.812690587040045,On CIT register,On CIT register
Moldova,2018,D,On CIT register,On CIT register
Mongolia,2018,60.634944931085585,On CIT register,On CIT register
Montenegro,2018,31.74464035263474,On CIT register,On CIT register
Montserrat,2018,38.645418326693225,On CIT register,On CIT register
Morocco,2018,D,On CIT register,On CIT register
Mozambique,2018,70.67572230192312,On CIT register,On CIT register
Myanmar,2018,D,On CIT register,On CIT register
Namibia,2018,9.300128190468165,On CIT register,On CIT register
Nauru,2018,27.167630057803464,On CIT register,On CIT register
Nepal,2018,,On CIT register,On CIT register
Netherlands,2018,19.52855264720699,On CIT register,On CIT register
New Zealand,2018,28.362727956663026,On CIT register,On CIT register
Nicaragua,2018,27.165695385100015,On CIT register,On CIT register
Niger,2018,79.04581628706926,On CIT register,On CIT register
Nigeria,2018,89.51501801597391,On CIT register,On CIT register
Norway,2018,5.945629136720462,On CIT register,On CIT register
Pakistan,2018,0,On CIT register,On CIT register
Palau,2018,,On CIT register,On CIT register
Panama,2018,90.50322636525053,On CIT register,On CIT register
Papua New Guinea,2018,56.00000000000001,On CIT register,On CIT register
Paraguay,2018,32.76071089022249,On CIT register,On CIT register
Peru,2018,10.958294333567691,On CIT register,On CIT register
Philippines,2018,28.01965329759657,On CIT register,On CIT register
Poland,2018,21.990856308716157,On CIT register,On CIT register
Portugal,2018,0,On CIT register,On CIT register
Republic of North Macedonia,2018,31.1625886781526,On CIT register,On CIT register
Republika Srpska,2018,0,On CIT register,On CIT register
Romania,2018,61.05947816188365,On CIT register,On CIT register
Russian Federation,2018,17.094908611554125,On CIT register,On CIT register
Rwanda,2018,0,On CIT register,On CIT register
Samoa,2018,0,On CIT register,On CIT register
São Tomé and Príncipe,2018,5.616041027365589,On CIT register,On CIT register
Saudi Arabia,2018,33.3117555670637,On CIT register,On CIT register
Senegal,2018,95.71965532230433,On CIT register,On CIT register
"Serbia, Republic of",2018,20.898966986239657,On CIT register,On CIT register
Seychelles,2018,31.55481450604419,On CIT register,On CIT register
Sierra Leone,2018,10.76923076923077,On CIT register,On CIT register
Singapore,2018,D,On CIT register,On CIT register
Slovak Republic,2018,D,On CIT register,On CIT register
Slovenia,2018,0,On CIT register,On CIT register
Solomon Islands,2018,12.39371296057717,On CIT register,On CIT register
South Africa,2018,28.278293053985138,On CIT register,On CIT register
Spain,2018,0,On CIT register,On CIT register
Sri Lanka,2018,,On CIT register,On CIT register
St. Kitts and Nevis,2018,36.55097613882863,On CIT register,On CIT register
St. Lucia,2018,14.135567402894136,On CIT register,On CIT register
St. Vincent and the Grenadines,2018,24.110109159943047,On CIT register,On CIT register
Suriname,2018,90.15787705744037,On CIT register,On CIT register
Sweden,2018,D,On CIT register,On CIT register
Switzerland,2018,D,On CIT register,On CIT register
Taiwan,2018,33.869865397196584,On CIT register,On CIT register
Tajikistan,2018,8.519583978756362,On CIT register,On CIT register
Thailand,2018,D,On CIT register,On CIT register
"Timor-Leste, Dem. Rep. of",2018,D,On CIT register,On CIT register
Togo,2018,0,On CIT register,On CIT register
Tonga,2018,39.33987511150758,On CIT register,On CIT register
Trinidad and Tobago,2018,52.810801332631954,On CIT register,On CIT register
Turkey,2018,63.67323556989491,On CIT register,On CIT register
Turks and Caicos Islands,2018,,On CIT register,On CIT register
Uganda,2018,59.2203358338946,On CIT register,On CIT register
Ukraine,2018,48.43525099050019,On CIT register,On CIT register
United Kingdom,2018,18.813556226942435,On CIT register,On CIT register
United States,2018,D,On CIT register,On CIT register
Uruguay,2018,4.3810865437618665,On CIT register,On CIT register
Uzbekistan,2018,0.7526218383713758,On CIT register,On CIT register
Vanuatu,2018,,On CIT register,On CIT register
Vietnam,2018,46.28621632201239,On CIT register,On CIT register
Zambia,2018,88.8545958816573,On CIT register,On CIT register
Zimbabwe,2018,19.01653899557008,On CIT register,On CIT register
"Afghanistan, Islamic Republic of",2019,8.57767345975684,On CIT register,On CIT register
Albania,2019,48.844533155910405,On CIT register,On CIT register
Angola,2019,14.128288391074445,On CIT register,On CIT register
Antigua and Barbuda,2019,9.911141490088857,On CIT register,On CIT register
Argentina,2019,17.044821416438293,On CIT register,On CIT register
"Armenia, Republic of",2019,39.6443441650578,On CIT register,On CIT register
Aruba,2019,,On CIT register,On CIT register
Australia,2019,56.95051093073743,On CIT register,On CIT register
Austria,2019,0,On CIT register,On CIT register
"Azerbaijan, Republic of",2019,25.93223113439188,On CIT register,On CIT register
Bangladesh,2019,6.594421744537218,On CIT register,On CIT register
Barbados,2019,9.575397518783854,On CIT register,On CIT register
Belarus,2019,D,On CIT register,On CIT register
Belgium,2019,0,On CIT register,On CIT register
Belize,2019,74.03275659928234,On CIT register,On CIT register
Benin,2019,D,On CIT register,On CIT register
Bhutan,2019,4.578904333605887,On CIT register,On CIT register
Bolivia,2019,28.20124288266061,On CIT register,On CIT register
Bosnia and Herzegovina,2019,,On CIT register,On CIT register
Botswana,2019,0.5415946632169372,On CIT register,On CIT register
Brazil,2019,41.5060860853051,On CIT register,On CIT register
Brunei Darussalam,2019,,On CIT register,On CIT register
Bulgaria,2019,49.402788959404184,On CIT register,On CIT register
Burkina Faso,2019,,On CIT register,On CIT register
Burundi,2019,14.2316079421554,On CIT register,On CIT register
Cabo Verde,2019,48.481400437636765,On CIT register,On CIT register
Cambodia,2019,D,On CIT register,On CIT register
Cameroon,2019,0,On CIT register,On CIT register
Canada,2019,23.433962264150942,On CIT register,On CIT register
Central African Republic,2019,33.33333333333333,On CIT register,On CIT register
Chad,2019,1.4134275618374559,On CIT register,On CIT register
Chile,2019,29.72955741811371,On CIT register,On CIT register
"China, P.R.: Hong Kong",2019,57.17414750198255,On CIT register,On CIT register
"China, P.R.: Mainland",2019,14.722977095977244,On CIT register,On CIT register
Colombia,2019,61.35191688265108,On CIT register,On CIT register
Comoros,2019,37.94749403341289,On CIT register,On CIT register
"Congo, Democratic Republic of",2019,D,On CIT register,On CIT register
"Congo, Republic of",2019,59.334916864608076,On CIT register,On CIT register
Cook Islands,2019,17.92418108207582,On CIT register,On CIT register
Costa Rica,2019,0,On CIT register,On CIT register
Croatia,2019,0,On CIT register,On CIT register
Cyprus,2019,38.247091446755825,On CIT register,On CIT register
Czech Republic,2019,1.2951025333169655,On CIT register,On CIT register
Denmark,2019,4.878048780487805,On CIT register,On CIT register
Dominica,2019,12.507237984944991,On CIT register,On CIT register
Dominican Republic,2019,5.777824364731714,On CIT register,On CIT register
Ecuador,2019,12.461531394974967,On CIT register,On CIT register
El Salvador,2019,0.5314608288585984,On CIT register,On CIT register
Estonia,2019,0,On CIT register,On CIT register
Eswatini,2019,47.616537389863694,On CIT register,On CIT register
Ethiopia,2019,D,On CIT register,On CIT register
Fiji,2019,8.62105787712679,On CIT register,On CIT register
Finland,2019,0,On CIT register,On CIT register
France,2019,1.5482334259626835,On CIT register,On CIT register
Gabon,2019,D,On CIT register,On CIT register
"Gambia, The",2019,43.17721689836685,On CIT register,On CIT register
Georgia,2019,67.25961223497609,On CIT register,On CIT register
Germany,2019,0,On CIT register,On CIT register
Ghana,2019,32.73202614379085,On CIT register,On CIT register
Greece,2019,41.58283337020697,On CIT register,On CIT register
Grenada,2019,21.197489135683245,On CIT register,On CIT register
Guatemala,2019,1.1373125705732516,On CIT register,On CIT register
Guinea,2019,23.51145038167939,On CIT register,On CIT register
Guinea Bissau,2019,0,On CIT register,On CIT register
Guyana,2019,31.74080175727622,On CIT register,On CIT register
Honduras,2019,0.826919927951531,On CIT register,On CIT register
Hungary,2019,3.4421596984107508,On CIT register,On CIT register
Iceland,2019,27.23132116674466,On CIT register,On CIT register
India,2019,28.4837540535385,On CIT register,On CIT register
Indonesia,2019,D,On CIT register,On CIT register
Ireland,2019,3.289813414249613,On CIT register,On CIT register
Israel,2019,D,On CIT register,On CIT register
Italy,2019,34.86314800040394,On CIT register,On CIT register
Jamaica,2019,25.595622979358367,On CIT register,On CIT register
Japan,2019,D,On CIT register,On CIT register
Kazakhstan,2019,D,On CIT register,On CIT register
Kenya,2019,0,On CIT register,On CIT register
Kiribati,2019,0,On CIT register,On CIT register
"Korea, Republic of",2019,9.929367625779959,On CIT register,On CIT register
"Kosovo, Republic of",2019,12.819761244937114,On CIT register,On CIT register
Kyrgyz Republic,2019,30.92004439042435,On CIT register,On CIT register
Lao People's Democratic Republic,2019,D,On CIT register,On CIT register
Latvia,2019,0,On CIT register,On CIT register
Lebanon,2019,,On CIT register,On CIT register
Lesotho,2019,0,On CIT register,On CIT register
Liberia,2019,9.600760456273765,On CIT register,On CIT register
Lithuania,2019,23.08534240496968,On CIT register,On CIT register
Luxembourg,2019,D,On CIT register,On CIT register
Madagascar,2019,0.9618957189448045,On CIT register,On CIT register
Malawi,2019,94.54940436973592,On CIT register,On CIT register
Malaysia,2019,33.17205239756907,On CIT register,On CIT register
Maldives,2019,12.190754441355262,On CIT register,On CIT register
Malta,2019,41.09822574874245,On CIT register,On CIT register
"Marshall Islands, Republic of",2019,,On CIT register,On CIT register
Mauritius,2019,9.259732744815707,On CIT register,On CIT register
Mexico,2019,22.417176497749047,On CIT register,On CIT register
Moldova,2019,D,On CIT register,On CIT register
Mongolia,2019,60.99347812321915,On CIT register,On CIT register
Montenegro,2019,34.80098943107713,On CIT register,On CIT register
Montserrat,2019,37.878787878787875,On CIT register,On CIT register
Morocco,2019,D,On CIT register,On CIT register
Mozambique,2019,75.3396128177214,On CIT register,On CIT register
Myanmar,2019,13.86976338246703,On CIT register,On CIT register
Namibia,2019,5.4570051254692,On CIT register,On CIT register
Nauru,2019,7.4324324324324325,On CIT register,On CIT register
Nepal,2019,,On CIT register,On CIT register
Netherlands,2019,18.701774027298406,On CIT register,On CIT register
New Zealand,2019,32.19836981874624,On CIT register,On CIT register
Nicaragua,2019,40.928648815972764,On CIT register,On CIT register
Niger,2019,89.73758432433324,On CIT register,On CIT register
Nigeria,2019,88.7441037735849,On CIT register,On CIT register
Norway,2019,5.349899808738731,On CIT register,On CIT register
Pakistan,2019,0,On CIT register,On CIT register
Palau,2019,,On CIT register,On CIT register
Panama,2019,90.4832494595911,On CIT register,On CIT register
Papua New Guinea,2019,42.30769230769231,On CIT register,On CIT register
Paraguay,2019,32.76069172620897,On CIT register,On CIT register
Peru,2019,18.278775315417427,On CIT register,On CIT register
Philippines,2019,30.5305189391256,On CIT register,On CIT register
Poland,2019,24.401324947932146,On CIT register,On CIT register
Portugal,2019,0,On CIT register,On CIT register
Republic of North Macedonia,2019,33.676121073122914,On CIT register,On CIT register
Republika Srpska,2019,0,On CIT register,On CIT register
Romania,2019,56.44531396684967,On CIT register,On CIT register
Russian Federation,2019,14.011526412447523,On CIT register,On CIT register
Rwanda,2019,0,On CIT register,On CIT register
Samoa,2019,0,On CIT register,On CIT register
São Tomé and Príncipe,2019,2.876785202766297,On CIT register,On CIT register
Saudi Arabia,2019,31.05634522957358,On CIT register,On CIT register
Senegal,2019,92.47408742676882,On CIT register,On CIT register
"Serbia, Republic of",2019,18.323941101617887,On CIT register,On CIT register
Seychelles,2019,32.32245681381958,On CIT register,On CIT register
Sierra Leone,2019,4,On CIT register,On CIT register
Singapore,2019,D,On CIT register,On CIT register
Slovak Republic,2019,D,On CIT register,On CIT register
Slovenia,2019,0,On CIT register,On CIT register
Solomon Islands,2019,2.9180327868852456,On CIT register,On CIT register
South Africa,2019,55.53930587281185,On CIT register,On CIT register
Spain,2019,0,On CIT register,On CIT register
Sri Lanka,2019,,On CIT register,On CIT register
St. Kitts and Nevis,2019,35.03118503118503,On CIT register,On CIT register
St. Lucia,2019,13.463216051177668,On CIT register,On CIT register
St. Vincent and the Grenadines,2019,23.86888273314866,On CIT register,On CIT register
Suriname,2019,92.0749003706733,On CIT register,On CIT register
Sweden,2019,D,On CIT register,On CIT register
Switzerland,2019,D,On CIT register,On CIT register
Taiwan,2019,33.94572263197064,On CIT register,On CIT register
Tajikistan,2019,3.24194516710026,On CIT register,On CIT register
Thailand,2019,D,On CIT register,On CIT register
"Timor-Leste, Dem. Rep. of",2019,D,On CIT register,On CIT register
Togo,2019,0,On CIT register,On CIT register
Tonga,2019,39.33987511150758,On CIT register,On CIT register
Trinidad and Tobago,2019,52.19865844569416,On CIT register,On CIT register
Turkey,2019,63.836199074204245,On CIT register,On CIT register
Turks and Caicos Islands,2019,,On CIT register,On CIT register
Uganda,2019,62.271210676835075,On CIT register,On CIT register
Ukraine,2019,52.353728883395135,On CIT register,On CIT register
United Kingdom,2019,17.09843090062094,On CIT register,On CIT register
United States,2019,D,On CIT register,On CIT register
Uruguay,2019,4.221662349616186,On CIT register,On CIT register
Uzbekistan,2019,0.43447765265167754,On CIT register,On CIT register
Vanuatu,2019,,On CIT register,On CIT register
Vietnam,2019,47.294714601176295,On CIT register,On CIT register
Zambia,2019,86.57159833630422,On CIT register,On CIT register
Zimbabwe,2019,30.04070473876063,On CIT register,On CIT register
"Afghanistan, Islamic Republic of",2020,,On CIT register,On CIT register
Albania,2020,48.076073464750806,On CIT register,On CIT register
Angola,2020,72.06977930220698,On CIT register,On CIT register
Antigua and Barbuda,2020,9.986772486772487,On CIT register,On CIT register
Argentina,2020,16.1002226255974,On CIT register,On CIT register
"Armenia, Republic of",2020,40.562135739800716,On CIT register,On CIT register
Aruba,2020,23.889573219331933,On CIT register,On CIT register
Australia,2020,57.06983961568949,On CIT register,On CIT register
Austria,2020,0,On CIT register,On CIT register
"Azerbaijan, Republic of",2020,,On CIT register,On CIT register
Bangladesh,2020,0,On CIT register,On CIT register
Barbados,2020,36.94675540765391,On CIT register,On CIT register
Belarus,2020,D,On CIT register,On CIT register
Belgium,2020,0,On CIT register,On CIT register
Belize,2020,74.9739801913715,On CIT register,On CIT register
Benin,2020,10.294784580498865,On CIT register,On CIT register
Bhutan,2020,3.248259860788863,On CIT register,On CIT register
Bolivia,2020,58.35441260268577,On CIT register,On CIT register
Bosnia and Herzegovina,2020,,On CIT register,On CIT register
Botswana,2020,0,On CIT register,On CIT register
Brazil,2020,41.37869840533349,On CIT register,On CIT register
Brunei Darussalam,2020,59.14110429447853,On CIT register,On CIT register
Bulgaria,2020,53.39704856150179,On CIT register,On CIT register
Burkina Faso,2020,3.963485093598336,On CIT register,On CIT register
Burundi,2020,6.785431512272368,On CIT register,On CIT register
Cabo Verde,2020,44.8262839879154,On CIT register,On CIT register
Cambodia,2020,4.601169149537998,On CIT register,On CIT register
Cameroon,2020,17.294063506672803,On CIT register,On CIT register
Canada,2020,23.404255319148938,On CIT register,On CIT register
Central African Republic,2020,29.512893982808023,On CIT register,On CIT register
Chad,2020,D,On CIT register,On CIT register
Chile,2020,27.730073326095212,On CIT register,On CIT register
"China, P.R.: Hong Kong",2020,54.71715184893784,On CIT register,On CIT register
"China, P.R.: Mainland",2020,14.197984973540162,On CIT register,On CIT register
Colombia,2020,57.20161491672264,On CIT register,On CIT register
Comoros,2020,26.838966202783297,On CIT register,On CIT register
"Congo, Democratic Republic of",2020,D,On CIT register,On CIT register
"Congo, Republic of",2020,24.719648951730864,On CIT register,On CIT register
Cook Islands,2020,75.89367552703942,On CIT register,On CIT register
Costa Rica,2020,28.852882884326704,On CIT register,On CIT register
Croatia,2020,0,On CIT register,On CIT register
Cyprus,2020,41.428944795609205,On CIT register,On CIT register
Czech Republic,2020,1.3577523680116867,On CIT register,On CIT register
Denmark,2020,9.509066666666667,On CIT register,On CIT register
Dominica,2020,55.643044619422575,On CIT register,On CIT register
Dominican Republic,2020,38.08899141439166,On CIT register,On CIT register
Ecuador,2020,1.2575385532142234,On CIT register,On CIT register
El Salvador,2020,,On CIT register,On CIT register
Estonia,2020,0,On CIT register,On CIT register
Eswatini,2020,0,On CIT register,On CIT register
Ethiopia,2020,,On CIT register,On CIT register
Fiji,2020,0,On CIT register,On CIT register
Finland,2020,0,On CIT register,On CIT register
France,2020,2.941176470588235,On CIT register,On CIT register
Gabon,2020,61.32946178575133,On CIT register,On CIT register
"Gambia, The",2020,,On CIT register,On CIT register
Georgia,2020,53.76767825574543,On CIT register,On CIT register
Germany,2020,0,On CIT register,On CIT register
Ghana,2020,18.453929764343314,On CIT register,On CIT register
Greece,2020,42.5445285178887,On CIT register,On CIT register
Grenada,2020,21.136683889149836,On CIT register,On CIT register
Guatemala,2020,6.434875915178717,On CIT register,On CIT register
Guinea,2020,19.332566168009205,On CIT register,On CIT register
Guinea Bissau,2020,D,On CIT register,On CIT register
Guyana,2020,29.77743668457406,On CIT register,On CIT register
Honduras,2020,21.60190175818486,On CIT register,On CIT register
Hungary,2020,4.875462410102125,On CIT register,On CIT register
Iceland,2020,0,On CIT register,On CIT register
India,2020,34.33359531356364,On CIT register,On CIT register
Indonesia,2020,56.67201977889304,On CIT register,On CIT register
Ireland,2020,0.0362315558735881,On CIT register,On CIT register
Israel,2020,D,On CIT register,On CIT register
Italy,2020,35.27577509357733,On CIT register,On CIT register
Jamaica,2020,0,On CIT register,On CIT register
Japan,2020,D,On CIT register,On CIT register
Kazakhstan,2020,8.131119979691967,On CIT register,On CIT register
Kenya,2020,3.4518443395459335,On CIT register,On CIT register
Kiribati,2020,,On CIT register,On CIT register
"Korea, Republic of",2020,11.792345585449034,On CIT register,On CIT register
"Kosovo, Republic of",2020,9.543459174714663,On CIT register,On CIT register
Kyrgyz Republic,2020,,On CIT register,On CIT register
Lao People's Democratic Republic,2020,24.66607301869991,On CIT register,On CIT register
Latvia,2020,0,On CIT register,On CIT register
Lebanon,2020,41.50762318145135,On CIT register,On CIT register
Lesotho,2020,0,On CIT register,On CIT register
Liberia,2020,9.93649007154916,On CIT register,On CIT register
Lithuania,2020,19.24967208070863,On CIT register,On CIT register
Luxembourg,2020,D,On CIT register,On CIT register
Madagascar,2020,3.5993152114910854,On CIT register,On CIT register
Malawi,2020,D,On CIT register,On CIT register
Malaysia,2020,13.551857047290614,On CIT register,On CIT register
Maldives,2020,0.3608409162221525,On CIT register,On CIT register
Malta,2020,44.89290425441052,On CIT register,On CIT register
"Marshall Islands, Republic of",2020,,On CIT register,On CIT register
Mauritius,2020,4.521125303821689,On CIT register,On CIT register
Mexico,2020,22.160692054057122,On CIT register,On CIT register
Moldova,2020,34.736997200530425,On CIT register,On CIT register
Mongolia,2020,66.22021079240821,On CIT register,On CIT register
Montenegro,2020,36.54525463775236,On CIT register,On CIT register
Montserrat,2020,13.584905660377359,On CIT register,On CIT register
Morocco,2020,D,On CIT register,On CIT register
Mozambique,2020,43.26761424423047,On CIT register,On CIT register
Myanmar,2020,,On CIT register,On CIT register
Namibia,2020,3.773638723295017,On CIT register,On CIT register
Nauru,2020,4.054054054054054,On CIT register,On CIT register
Nepal,2020,3.5848637084755537,On CIT register,On CIT register
Netherlands,2020,17.83864910442529,On CIT register,On CIT register
New Zealand,2020,40.3386926170567,On CIT register,On CIT register
Nicaragua,2020,45.95621547365037,On CIT register,On CIT register
Niger,2020,11.674718196457327,On CIT register,On CIT register
Nigeria,2020,,On CIT register,On CIT register
Norway,2020,6.926698049764626,On CIT register,On CIT register
Pakistan,2020,54.873809639294436,On CIT register,On CIT register
Palau,2020,,On CIT register,On CIT register
Panama,2020,89.12327833523862,On CIT register,On CIT register
Papua New Guinea,2020,66.69531286291634,On CIT register,On CIT register
Paraguay,2020,19.125000706282524,On CIT register,On CIT register
Peru,2020,21.718375455142038,On CIT register,On CIT register
Philippines,2020,16.90699219635809,On CIT register,On CIT register
Poland,2020,24.15980428157228,On CIT register,On CIT register
Portugal,2020,0,On CIT register,On CIT register
Republic of North Macedonia,2020,34.90751529274687,On CIT register,On CIT register
Republika Srpska,2020,26.679907315458458,On CIT register,On CIT register
Romania,2020,55.35857602007559,On CIT register,On CIT register
Russian Federation,2020,13.684106995491998,On CIT register,On CIT register
Rwanda,2020,D,On CIT register,On CIT register
Samoa,2020,11.11111111111111,On CIT register,On CIT register
São Tomé and Príncipe,2020,3.856738324093647,On CIT register,On CIT register
Saudi Arabia,2020,43.766093529362905,On CIT register,On CIT register
Senegal,2020,9.140831063259395,On CIT register,On CIT register
"Serbia, Republic of",2020,8.420673138825226,On CIT register,On CIT register
Seychelles,2020,42.13172448466566,On CIT register,On CIT register
Sierra Leone,2020,20.01130582249859,On CIT register,On CIT register
Singapore,2020,D,On CIT register,On CIT register
Slovak Republic,2020,D,On CIT register,On CIT register
Slovenia,2020,0,On CIT register,On CIT register
Solomon Islands,2020,32.89473684210527,On CIT register,On CIT register
South Africa,2020,49.82235835815342,On CIT register,On CIT register
Spain,2020,0,On CIT register,On CIT register
Sri Lanka,2020,D,On CIT register,On CIT register
St. Kitts and Nevis,2020,4.551539491298527,On CIT register,On CIT register
St. Lucia,2020,12.703492416863782,On CIT register,On CIT register
St. Vincent and the Grenadines,2020,23.74326750448833,On CIT register,On CIT register
Suriname,2020,,On CIT register,On CIT register
Sweden,2020,D,On CIT register,On CIT register
Switzerland,2020,D,On CIT register,On CIT register
Taiwan,2020,33.73972045525705,On CIT register,On CIT register
Tajikistan,2020,5.265760197775031,On CIT register,On CIT register
Thailand,2020,D,On CIT register,On CIT register
"Timor-Leste, Dem. Rep. of",2020,87.08637010974282,On CIT register,On CIT register
Togo,2020,45.044001852709584,On CIT register,On CIT register
Tonga,2020,0,On CIT register,On CIT register
Trinidad and Tobago,2020,67.92941449891266,On CIT register,On CIT register
Turkey,2020,63.090974939073085,On CIT register,On CIT register
Turks and Caicos Islands,2020,,On CIT register,On CIT register
Uganda,2020,9.452811339603793,On CIT register,On CIT register
Ukraine,2020,76.40161468539146,On CIT register,On CIT register
United Kingdom,2020,15.004411406240214,On CIT register,On CIT register
United States,2020,D,On CIT register,On CIT register
Uruguay,2020,3.9667599928516117,On CIT register,On CIT register
Uzbekistan,2020,0.4971382130691152,On CIT register,On CIT register
Vanuatu,2020,,On CIT register,On CIT register
Vietnam,2020,48.60238400535082,On CIT register,On CIT register
Zambia,2020,0.16154204200093092,On CIT register,On CIT register
Zimbabwe,2020,81.01329794022308,On CIT register,On CIT register
"Afghanistan, Islamic Republic of",2018,,On VAT register,On VAT register
Albania,2018,38.87349297709562,On VAT register,On VAT register
Angola,2018,,On VAT register,On VAT register
Antigua and Barbuda,2018,8.987341772151899,On VAT register,On VAT register
Argentina,2018,36.18501890569461,On VAT register,On VAT register
"Armenia, Republic of",2018,50.44521170270762,On VAT register,On VAT register
Aruba,2018,,On VAT register,On VAT register
Australia,2018,24.281173199293747,On VAT register,On VAT register
Austria,2018,0,On VAT register,On VAT register
"Azerbaijan, Republic of",2018,47.319735037497445,On VAT register,On VAT register
Bangladesh,2018,0,On VAT register,On VAT register
Barbados,2018,51.63854003139717,On VAT register,On VAT register
Belarus,2018,D,On VAT register,On VAT register
Belgium,2018,0,On VAT register,On VAT register
Belize,2018,35.80383480825959,On VAT register,On VAT register
Benin,2018,2.580140734949179,On VAT register,On VAT register
Bhutan,2018,,On VAT register,On VAT register
Bolivia,2018,28.02178570466985,On VAT register,On VAT register
Bosnia and Herzegovina,2018,D,On VAT register,On VAT register
Botswana,2018,32.99252992529925,On VAT register,On VAT register
Brazil,2018,D,On VAT register,On VAT register
Brunei Darussalam,2018,,On VAT register,On VAT register
Bulgaria,2018,0,On VAT register,On VAT register
Burkina Faso,2018,,On VAT register,On VAT register
Burundi,2018,2.840300107181136,On VAT register,On VAT register
Cabo Verde,2018,48.25856784619671,On VAT register,On VAT register
Cambodia,2018,D,On VAT register,On VAT register
Cameroon,2018,0,On VAT register,On VAT register
Canada,2018,13.780059443393677,On VAT register,On VAT register
Central African Republic,2018,22.033898305084744,On VAT register,On VAT register
Chad,2018,4.97737556561086,On VAT register,On VAT register
Chile,2018,33.57461386346967,On VAT register,On VAT register
"China, P.R.: Hong Kong",2018,,On VAT register,On VAT register
"China, P.R.: Mainland",2018,11.237427270397225,On VAT register,On VAT register
Colombia,2018,66.45841583260533,On VAT register,On VAT register
Comoros,2018,,On VAT register,On VAT register
"Congo, Democratic Republic of",2018,D,On VAT register,On VAT register
"Congo, Republic of",2018,36.075602629656686,On VAT register,On VAT register
Cook Islands,2018,44.631733235617446,On VAT register,On VAT register
Costa Rica,2018,0,On VAT register,On VAT register
Croatia,2018,0,On VAT register,On VAT register
Cyprus,2018,0.883711167086482,On VAT register,On VAT register
Czech Republic,2018,35.139538342063084,On VAT register,On VAT register
Denmark,2018,0,On VAT register,On VAT register
Dominica,2018,27.167630057803464,On VAT register,On VAT register
Dominican Republic,2018,44.008064956911994,On VAT register,On VAT register
Ecuador,2018,13.672744494435236,On VAT register,On VAT register
El Salvador,2018,29.698595628198515,On VAT register,On VAT register
Estonia,2018,0,On VAT register,On VAT register
Eswatini,2018,17.4640522875817,On VAT register,On VAT register
Ethiopia,2018,D,On VAT register,On VAT register
